Ref_Date,GEO,NAICS,TYPEBU,DEV,Vector,Coordinate,Value
2003,Canada,Software publishers,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396342,1.4.2.1,48.7
2003,Canada,Software publishers,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396343,1.4.2.2,9.1
2003,Canada,Software publishers,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396344,1.4.2.3,5.1
2003,Canada,Software publishers,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396345,1.4.3.1,77.5
2003,Canada,Software publishers,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396346,1.4.3.2,14.5
2003,Canada,Software publishers,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396347,1.4.3.3,8.0
2003,Canada,Wired telecommunications carriers,All business units,Developer is mainly the business unit or the firm they are part of,v32396348,1.5.1.1,46.8
2003,Canada,Wired telecommunications carriers,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396349,1.5.1.2,9.7
2003,Canada,Wired telecommunications carriers,All business units,Developer is mainly other firm(s) or organization(s),v32396350,1.5.1.3,4.0
2003,Canada,Wired telecommunications carriers,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396351,1.5.2.1,62.1
2003,Canada,Wired telecommunications carriers,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396352,1.5.2.2,12.9
2003,Canada,Wired telecommunications carriers,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396353,1.5.2.3,5.2
2003,Canada,Wired telecommunications carriers,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396354,1.5.3.1,77.4
2003,Canada,Wired telecommunications carriers,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396355,1.5.3.2,16.0
2003,Canada,Wired telecommunications carriers,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396356,1.5.3.3,6.5
2003,Canada,Wireless telecommunications carriers (except satellite),All business units,Developer is mainly the business unit or the firm they are part of,v32396357,1.6.1.1,20.0
2003,Canada,Wireless telecommunications carriers (except satellite),All business units,Developer is the business unit in co-operation with other firms or organizations,v32396358,1.6.1.2,23.5
2003,Canada,Wireless telecommunications carriers (except satellite),All business units,Developer is mainly other firm(s) or organization(s),v32396359,1.6.1.3,5.6
2003,Canada,Wireless telecommunications carriers (except satellite),Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396360,1.6.2.1,33.4
2003,Canada,Wireless telecommunications carriers (except satellite),Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396361,1.6.2.2,39.1
2003,Canada,Wireless telecommunications carriers (except satellite),Innovative business units,Developer is mainly other firm(s) or organization(s),v32396362,1.6.2.3,9.3
2003,Canada,Wireless telecommunications carriers (except satellite),Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396363,1.6.3.1,40.8
2003,Canada,Wireless telecommunications carriers (except satellite),Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396364,1.6.3.2,47.8
2003,Canada,Wireless telecommunications carriers (except satellite),Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396365,1.6.3.3,11.4
2003,Canada,Telecommunications resellers,All business units,Developer is mainly the business unit or the firm they are part of,v32396366,1.7.1.1,29.4
2003,Canada,Telecommunications resellers,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396367,1.7.1.2,0.0
2003,Canada,Telecommunications resellers,All business units,Developer is mainly other firm(s) or organization(s),v32396368,1.7.1.3,0.0
2003,Canada,Telecommunications resellers,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396369,1.7.2.1,39.5
2003,Canada,Telecommunications resellers,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396370,1.7.2.2,0.0
2003,Canada,Telecommunications resellers,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396371,1.7.2.3,0.0
2003,Canada,Telecommunications resellers,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396372,1.7.3.1,x
2003,Canada,Telecommunications resellers,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396373,1.7.3.2,x
2003,Canada,Telecommunications resellers,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396374,1.7.3.3,x
2003,Canada,Satellite telecommunications,All business units,Developer is mainly the business unit or the firm they are part of,v32396375,1.8.1.1,62.7
2003,Canada,Satellite telecommunications,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396376,1.8.1.2,11.1
2003,Canada,Satellite telecommunications,All business units,Developer is mainly other firm(s) or organization(s),v32396377,1.8.1.3,0.0
2003,Canada,Satellite telecommunications,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396378,1.8.2.1,62.7
2003,Canada,Satellite telecommunications,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396379,1.8.2.2,11.1
2003,Canada,Satellite telecommunications,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396380,1.8.2.3,0.0
2003,Canada,Satellite telecommunications,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396381,1.8.3.1,85.0
2003,Canada,Satellite telecommunications,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396382,1.8.3.2,15.0
2003,Canada,Satellite telecommunications,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396383,1.8.3.3,0.0
2003,Canada,Cable and other program distribution,All business units,Developer is mainly the business unit or the firm they are part of,v32396384,1.9.1.1,24.0
2003,Canada,Cable and other program distribution,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396385,1.9.1.2,18.8
2003,Canada,Cable and other program distribution,All business units,Developer is mainly other firm(s) or organization(s),v32396386,1.9.1.3,0.0
2003,Canada,Cable and other program distribution,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396387,1.9.2.1,36.2
2003,Canada,Cable and other program distribution,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396388,1.9.2.2,28.2
2003,Canada,Cable and other program distribution,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396389,1.9.2.3,0.0
2003,Canada,Cable and other program distribution,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396390,1.9.3.1,56.2
2003,Canada,Cable and other program distribution,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396391,1.9.3.2,43.8
2003,Canada,Cable and other program distribution,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396392,1.9.3.3,0.0
2003,Canada,Other telecommunications,All business units,Developer is mainly the business unit or the firm they are part of,v32396393,1.10.1.1,x
2003,Canada,Other telecommunications,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396394,1.10.1.2,x
2003,Canada,Other telecommunications,All business units,Developer is mainly other firm(s) or organization(s),v32396395,1.10.1.3,x
2003,Canada,Other telecommunications,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396396,1.10.2.1,x
2003,Canada,Other telecommunications,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396397,1.10.2.2,x
2003,Canada,Other telecommunications,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396398,1.10.2.3,x
2003,Canada,Other telecommunications,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396399,1.10.3.1,x
2003,Canada,Other telecommunications,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396400,1.10.3.2,x
2003,Canada,Other telecommunications,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396401,1.10.3.3,x
2003,Canada,Internet service providers,All business units,Developer is mainly the business unit or the firm they are part of,v32396402,1.11.1.1,38.6
2003,Canada,Internet service providers,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396403,1.11.1.2,12.3
2003,Canada,Internet service providers,All business units,Developer is mainly other firm(s) or organization(s),v32396404,1.11.1.3,10.3
2003,Canada,Internet service providers,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396405,1.11.2.1,51.1
2003,Canada,Internet service providers,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396406,1.11.2.2,16.3
2003,Canada,Internet service providers,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396407,1.11.2.3,13.7
2003,Canada,Internet service providers,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396408,1.11.3.1,63.0
2003,Canada,Internet service providers,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396409,1.11.3.2,20.1
2003,Canada,Internet service providers,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396410,1.11.3.3,16.9
2003,Canada,Web search portals,All business units,Developer is mainly the business unit or the firm they are part of,v32396411,1.12.1.1,x
2003,Canada,Web search portals,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396412,1.12.1.2,x
2003,Canada,Web search portals,All business units,Developer is mainly other firm(s) or organization(s),v32396413,1.12.1.3,x
2003,Canada,Web search portals,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396414,1.12.2.1,x
2003,Canada,Web search portals,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396415,1.12.2.2,x
2003,Canada,Web search portals,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396416,1.12.2.3,x
2003,Canada,Web search portals,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396417,1.12.3.1,x
2003,Canada,Web search portals,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396418,1.12.3.2,x
2003,Canada,Web search portals,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396419,1.12.3.3,x
2003,Canada,"Data processing, hosting, and related services",All business units,Developer is mainly the business unit or the firm they are part of,v32396420,1.13.1.1,35.8
2003,Canada,"Data processing, hosting, and related services",All business units,Developer is the business unit in co-operation with other firms or organizations,v32396421,1.13.1.2,19.3
2003,Canada,"Data processing, hosting, and related services",All business units,Developer is mainly other firm(s) or organization(s),v32396422,1.13.1.3,8.6
2003,Canada,"Data processing, hosting, and related services",Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396423,1.13.2.1,49.5
2003,Canada,"Data processing, hosting, and related services",Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396424,1.13.2.2,26.7
2003,Canada,"Data processing, hosting, and related services",Innovative business units,Developer is mainly other firm(s) or organization(s),v32396425,1.13.2.3,11.9
2003,Canada,"Data processing, hosting, and related services",Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396426,1.13.3.1,56.2
2003,Canada,"Data processing, hosting, and related services",Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396427,1.13.3.2,30.3
2003,Canada,"Data processing, hosting, and related services",Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396428,1.13.3.3,13.5
2003,Canada,Office machinery and equipment rental and leasing,All business units,Developer is mainly the business unit or the firm they are part of,v32396429,1.14.1.1,15.1
2003,Canada,Office machinery and equipment rental and leasing,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396430,1.14.1.2,0.0
2003,Canada,Office machinery and equipment rental and leasing,All business units,Developer is mainly other firm(s) or organization(s),v32396431,1.14.1.3,22.6
2003,Canada,Office machinery and equipment rental and leasing,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396432,1.14.2.1,28.8
2003,Canada,Office machinery and equipment rental and leasing,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396433,1.14.2.2,0.0
2003,Canada,Office machinery and equipment rental and leasing,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396434,1.14.2.3,42.9
2003,Canada,Office machinery and equipment rental and leasing,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396435,1.14.3.1,x
2003,Canada,Office machinery and equipment rental and leasing,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396436,1.14.3.2,x
2003,Canada,Office machinery and equipment rental and leasing,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396437,1.14.3.3,x
2003,Canada,Computer systems design and related services,All business units,Developer is mainly the business unit or the firm they are part of,v32396438,1.15.1.1,32.6
2003,Canada,Computer systems design and related services,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396439,1.15.1.2,2.9
2003,Canada,Computer systems design and related services,All business units,Developer is mainly other firm(s) or organization(s),v32396440,1.15.1.3,6.5
2003,Canada,Computer systems design and related services,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396441,1.15.2.1,37.4
2003,Canada,Computer systems design and related services,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396442,1.15.2.2,3.3
2003,Canada,Computer systems design and related services,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396443,1.15.2.3,7.5
2003,Canada,Computer systems design and related services,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396444,1.15.3.1,77.6
2003,Canada,Computer systems design and related services,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396445,1.15.3.2,6.9
2003,Canada,Computer systems design and related services,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396446,1.15.3.3,15.5
2003,Canada,Electronic and precision equipment repair and maintenance,All business units,Developer is mainly the business unit or the firm they are part of,v32396447,1.16.1.1,13.4
2003,Canada,Electronic and precision equipment repair and maintenance,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396448,1.16.1.2,14.7
2003,Canada,Electronic and precision equipment repair and maintenance,All business units,Developer is mainly other firm(s) or organization(s),v32396449,1.16.1.3,5.4
2003,Canada,Electronic and precision equipment repair and maintenance,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396450,1.16.2.1,25.1
2003,Canada,Electronic and precision equipment repair and maintenance,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396451,1.16.2.2,27.5
2003,Canada,Electronic and precision equipment repair and maintenance,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396452,1.16.2.3,10.1
2003,Canada,Electronic and precision equipment repair and maintenance,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396453,1.16.3.1,40.1
2003,Canada,Electronic and precision equipment repair and maintenance,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396454,1.16.3.2,43.9
2003,Canada,Electronic and precision equipment repair and maintenance,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396455,1.16.3.3,16.1
2003,Canada,Support activities for forestry,All business units,Developer is mainly the business unit or the firm they are part of,v32396456,1.17.1.1,7.6
2003,Canada,Support activities for forestry,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396457,1.17.1.2,10.8
2003,Canada,Support activities for forestry,All business units,Developer is mainly other firm(s) or organization(s),v32396458,1.17.1.3,6.6
2003,Canada,Support activities for forestry,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396459,1.17.2.1,26.6
2003,Canada,Support activities for forestry,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396460,1.17.2.2,37.6
2003,Canada,Support activities for forestry,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396461,1.17.2.3,23.1
2003,Canada,Support activities for forestry,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396462,1.17.3.1,30.5
2003,Canada,Support activities for forestry,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396463,1.17.3.2,43.0
2003,Canada,Support activities for forestry,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396464,1.17.3.3,26.5
2003,Canada,Contract drilling (except oil and gas),All business units,Developer is mainly the business unit or the firm they are part of,v32396465,1.18.1.1,14.3
2003,Canada,Contract drilling (except oil and gas),All business units,Developer is the business unit in co-operation with other firms or organizations,v32396466,1.18.1.2,3.6
2003,Canada,Contract drilling (except oil and gas),All business units,Developer is mainly other firm(s) or organization(s),v32396467,1.18.1.3,0.0
2003,Canada,Contract drilling (except oil and gas),Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396468,1.18.2.1,44.4
2003,Canada,Contract drilling (except oil and gas),Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396469,1.18.2.2,11.1
2003,Canada,Contract drilling (except oil and gas),Innovative business units,Developer is mainly other firm(s) or organization(s),v32396470,1.18.2.3,0.0
2003,Canada,Contract drilling (except oil and gas),Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396471,1.18.3.1,x
2003,Canada,Contract drilling (except oil and gas),Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396472,1.18.3.2,x
2003,Canada,Contract drilling (except oil and gas),Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396473,1.18.3.3,x
2003,Canada,Other support activities for mining,All business units,Developer is mainly the business unit or the firm they are part of,v32396474,1.19.1.1,18.2
2003,Canada,Other support activities for mining,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396475,1.19.1.2,10.9
2003,Canada,Other support activities for mining,All business units,Developer is mainly other firm(s) or organization(s),v32396476,1.19.1.3,0.0
2003,Canada,Other support activities for mining,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396477,1.19.2.1,52.6
2003,Canada,Other support activities for mining,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396478,1.19.2.2,31.6
2003,Canada,Other support activities for mining,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396479,1.19.2.3,0.0
2003,Canada,Other support activities for mining,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396480,1.19.3.1,62.5
2003,Canada,Other support activities for mining,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396481,1.19.3.2,37.5
2003,Canada,Other support activities for mining,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396482,1.19.3.3,0.0
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",All business units,Developer is mainly the business unit or the firm they are part of,v32396483,1.20.1.1,20.5
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",All business units,Developer is the business unit in co-operation with other firms or organizations,v32396484,1.20.1.2,8.9
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",All business units,Developer is mainly other firm(s) or organization(s),v32396485,1.20.1.3,4.4
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396486,1.20.2.1,32.1
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396487,1.20.2.2,13.9
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",Innovative business units,Developer is mainly other firm(s) or organization(s),v32396488,1.20.2.3,6.8
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396489,1.20.3.1,60.8
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396490,1.20.3.2,26.3
2003,Canada,"Other machinery, equipment and supplies wholesaler-distributors",Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396491,1.20.3.3,12.9
2003,Canada,Air transportation,All business units,Developer is mainly the business unit or the firm they are part of,v32396492,1.21.1.1,24.5
2003,Canada,Air transportation,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396493,1.21.1.2,8.2
2003,Canada,Air transportation,All business units,Developer is mainly other firm(s) or organization(s),v32396494,1.21.1.3,0.0
2003,Canada,Air transportation,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396495,1.21.2.1,66.7
2003,Canada,Air transportation,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396496,1.21.2.2,22.2
2003,Canada,Air transportation,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396497,1.21.2.3,0.0
2003,Canada,Air transportation,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396498,1.21.3.1,75.0
2003,Canada,Air transportation,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396499,1.21.3.2,25.0
2003,Canada,Air transportation,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396500,1.21.3.3,0.0
2003,Canada,Rail transportation ,All business units,Developer is mainly the business unit or the firm they are part of,v32396501,1.22.1.1,13.3
2003,Canada,Rail transportation ,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396502,1.22.1.2,20.0
2003,Canada,Rail transportation ,All business units,Developer is mainly other firm(s) or organization(s),v32396503,1.22.1.3,0.0
2003,Canada,Rail transportation ,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396504,1.22.2.1,25.0
2003,Canada,Rail transportation ,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396505,1.22.2.2,37.5
2003,Canada,Rail transportation ,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396506,1.22.2.3,0.0
2003,Canada,Rail transportation ,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396507,1.22.3.1,x
2003,Canada,Rail transportation ,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396508,1.22.3.2,x
2003,Canada,Rail transportation ,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396509,1.22.3.3,x
2003,Canada,Water transportation ,All business units,Developer is mainly the business unit or the firm they are part of,v32396510,1.23.1.1,14.6
2003,Canada,Water transportation ,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396511,1.23.1.2,2.1
2003,Canada,Water transportation ,All business units,Developer is mainly other firm(s) or organization(s),v32396512,1.23.1.3,0.0
2003,Canada,Water transportation ,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396513,1.23.2.1,70.0
2003,Canada,Water transportation ,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396514,1.23.2.2,10.0
2003,Canada,Water transportation ,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396515,1.23.2.3,0.0
2003,Canada,Water transportation ,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396516,1.23.3.1,87.5
2003,Canada,Water transportation ,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396517,1.23.3.2,12.5
2003,Canada,Water transportation ,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396518,1.23.3.3,0.0
2003,Canada,Truck transportation ,All business units,Developer is mainly the business unit or the firm they are part of,v32396519,1.24.1.1,12.9
2003,Canada,Truck transportation ,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396520,1.24.1.2,5.9
2003,Canada,Truck transportation ,All business units,Developer is mainly other firm(s) or organization(s),v32396521,1.24.1.3,2.0
2003,Canada,Truck transportation ,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396522,1.24.2.1,50.0
2003,Canada,Truck transportation ,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396523,1.24.2.2,23.1
2003,Canada,Truck transportation ,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396524,1.24.2.3,7.7
2003,Canada,Truck transportation ,Process innovative business units,Developer is mainly the business unit or the firm they are part of,v32396525,1.24.3.1,61.9
2003,Canada,Truck transportation ,Process innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396526,1.24.3.2,28.6
2003,Canada,Truck transportation ,Process innovative business units,Developer is mainly other firm(s) or organization(s),v32396527,1.24.3.3,9.5
2003,Canada,Interurban and rural bus transportation ,All business units,Developer is mainly the business unit or the firm they are part of,v32396528,1.25.1.1,6.3
2003,Canada,Interurban and rural bus transportation ,All business units,Developer is the business unit in co-operation with other firms or organizations,v32396529,1.25.1.2,18.8
2003,Canada,Interurban and rural bus transportation ,All business units,Developer is mainly other firm(s) or organization(s),v32396530,1.25.1.3,0.0
2003,Canada,Interurban and rural bus transportation ,Innovative business units,Developer is mainly the business unit or the firm they are part of,v32396531,1.25.2.1,14.3
2003,Canada,Interurban and rural bus transportation ,Innovative business units,Developer is the business unit in co-operation with other firms or organizations,v32396532,1.25.2.2,42.9
2003,Canada,Interurban and rural bus transportation ,Innovative business units,Developer is mainly other firm(s) or organization(s),v32396533,1.25.2.3,0.0
